date,index,date_time,trading_symbol,type,option_type,strike,open,high,low,close,volume,open_interest,expiry_date
2026-04-15,SENSEX,2026-04-15 10:19:00+05:30,SENSEX,SPOT,,,78206.13,78232.44,78206.13,78220.08,0,,
2026-04-15,SENSEX,2026-04-15 10:20:00+05:30,SENSEX,SPOT,,,78218.57,78219.4,78202.4,78212.6,0,,
2026-04-15,SENSEX,2026-04-15 10:21:00+05:30,SENSEX,SPOT,,,78212.43,78232.61,78209.27,78220.96,0,,
2026-04-15,SENSEX,2026-04-15 10:22:00+05:30,SENSEX,SPOT,,,78221.06,78221.06,78189.13,78219.02,0,,
2026-04-15,SENSEX,2026-04-15 10:23:00+05:30,SENSEX,SPOT,,,78221.53,78248.36,78215.69,78248.36,0,,
2026-04-15,SENSEX,2026-04-15 10:24:00+05:30,SENSEX,SPOT,,,78249.85,78253.14,78233.2,78233.53,0,,
2026-04-15,SENSEX,2026-04-15 10:25:00+05:30,SENSEX,SPOT,,,78233.13,78243.55,78214.38,78221.11,0,,
2026-04-15,SENSEX,2026-04-15 10:26:00+05:30,SENSEX,SPOT,,,78221.84,78233.3,78216.78,78228.41,0,,
2026-04-15,SENSEX,2026-04-15 10:27:00+05:30,SENSEX,SPOT,,,78230.02,78235.47,78220.84,78229.97,0,,
2026-04-15,SENSEX,2026-04-15 10:28:00+05:30,SENSEX,SPOT,,,78228.89,78228.89,78209.44,78222.38,0,,
